,Order_ID,Customer_ID,Order_Date,Product,Category,Quantity,Unit_Price,Payment_Method,Order_Status,City,Total_Amount,Year,Month,Day
42045,42046,3446,2023-10-20,Headphones,Electronics,10,1578.44,PayPal,Completed,Kolkata,15784.4,2023,10,20
42048,42049,1223,2024-10-03,Headphones,Electronics,4,1655.0,Debit Card,Completed,Kolkata,6620.0,2024,10,3
42050,42051,2308,2024-04-19,Mobile,Electronics,20,1525.11,PayPal,Completed,Pune,30502.2,2024,4,19
42051,42052,9417,2024-12-17,TV,Electronics,17,924.49,PayPal,Returned,Pune,15716.33,2024,12,17
42053,42054,5106,2023-07-24,Mobile,Electronics,7,2469.78,Cash,Completed,Mumbai,17288.46,2023,7,24
42066,42067,1126,2024-02-28,Laptop,Electronics,10,1792.32,Debit Card,Cancelled,Chennai,17923.2,2024,2,28
42067,42068,5826,2024-05-27,Camera,Electronics,11,634.21,UPI,Cancelled,Delhi,6976.31,2024,5,27
42070,42071,6157,2024-09-16,Shoes,Electronics,7,1793.11,Credit Card,Cancelled,Delhi,12551.77,2024,9,16
42073,42074,5410,2023-02-15,Camera,Electronics,13,928.59,Cash,Completed,Mumbai,12071.67,2023,2,15
42074,42075,1016,2024-07-05,TV,Electronics,23,640.73,Credit Card,Completed,Chennai,14736.79,2024,7,5
42087,42088,1118,2024-08-07,Tablet,Electronics,10,1178.08,PayPal,Completed,Delhi,11780.8,2024,8,7
42094,42095,1242,2023-06-21,Mobile,Electronics,16,2361.2,Cash,Completed,Bangalore,37779.2,2023,6,21
42106,42107,2823,2024-11-18,Shoes,Electronics,7,964.46,Cash,Completed,Mumbai,6751.22,2024,11,18
42109,42110,6139,2023-04-07,Mobile,Electronics,10,511.71,PayPal,Cancelled,Bangalore,5117.1,2023,4,7
42110,42111,9470,2024-09-06,Headphones,Electronics,9,1760.24,UPI,Completed,Delhi,15842.16,2024,9,6
42112,42113,6520,2023-02-28,Camera,Electronics,12,2133.03,Debit Card,Completed,Kolkata,25596.36,2023,2,28
42121,42122,9107,2024-12-25,TV,Electronics,22,2371.64,Debit Card,Returned,Delhi,52176.08,2024,12,25
42133,42134,4891,2023-07-02,Tablet,Electronics,11,697.78,Credit Card,Cancelled,Delhi,7675.58,2023,7,2
42138,42139,8978,2024-03-10,Laptop,Electronics,24,924.37,Cash,Completed,Hyderabad,22184.88,2024,3,10
42143,42144,6348,2024-12-03,TV,Electronics,15,735.23,Cash,Cancelled,Delhi,11028.45,2024,12,3
42149,42150,8104,2024-06-26,TV,Electronics,23,1196.43,PayPal,Completed,Hyderabad,27517.89,2024,6,26
42155,42156,6293,2024-11-16,Camera,Electronics,13,2480.24,Debit Card,Completed,Bangalore,32243.12,2024,11,16
42173,42174,7698,2024-06-28,Tablet,Electronics,19,1705.37,UPI,Returned,Mumbai,32402.03,2024,6,28
42174,42175,5985,2024-04-26,TV,Electronics,11,505.16,Credit Card,Returned,Bangalore,5556.76,2024,4,26
42177,42178,9502,2024-04-07,Watch,Electronics,22,2293.13,Cash,Completed,Kolkata,50448.86,2024,4,7
42178,42179,3889,2024-02-19,Mobile,Electronics,15,1595.76,PayPal,Completed,Bangalore,23936.4,2024,2,19
42182,42183,9081,2024-03-30,Laptop,Electronics,4,1531.75,PayPal,Completed,Delhi,6127.0,2024,3,30
42189,42190,2144,2023-10-21,Headphones,Electronics,6,1671.87,Debit Card,Completed,Chennai,10031.22,2023,10,21
42193,42194,3157,2024-03-26,Camera,Electronics,16,1769.9,Cash,Completed,Chennai,28318.4,2024,3,26
42204,42205,7779,2023-10-27,Mobile,Electronics,9,493.68,PayPal,Returned,Pune,4443.12,2023,10,27
42205,42206,2969,2023-08-05,Tablet,Electronics,12,590.62,UPI,Completed,Pune,7087.44,2023,8,5
42212,42213,6804,2023-07-23,Tablet,Electronics,8,2448.98,Cash,Completed,Delhi,19591.84,2023,7,23
42218,42219,8253,2024-11-28,Mobile,Electronics,17,349.56,UPI,Completed,Hyderabad,5942.52,2024,11,28
42219,42220,5326,2023-04-11,Shoes,Electronics,17,2058.74,PayPal,Cancelled,Delhi,34998.58,2023,4,11
42221,42222,3037,2024-10-04,Shoes,Electronics,19,433.79,Cash,Completed,Mumbai,8242.01,2024,10,4
42223,42224,8505,2023-06-23,Mobile,Electronics,11,592.01,Cash,Cancelled,Kolkata,6512.11,2023,6,23
42224,42225,2179,2023-05-26,Headphones,Electronics,13,1106.78,UPI,Completed,Bangalore,14388.14,2023,5,26
42226,42227,7935,2024-02-21,Watch,Electronics,24,741.42,Credit Card,Cancelled,Hyderabad,17794.08,2024,2,21
42236,42237,6380,2023-04-10,TV,Electronics,9,1124.15,UPI,Returned,Delhi,10117.35,2023,4,10
42239,42240,7942,2024-02-20,TV,Electronics,11,2436.08,Cash,Returned,Delhi,26796.88,2024,2,20
42240,42241,3296,2024-08-20,Watch,Electronics,12,2435.45,UPI,Completed,Delhi,29225.4,2024,8,20
42255,42256,3873,2023-01-08,Headphones,Electronics,18,304.15,PayPal,Cancelled,Mumbai,5474.7,2023,1,8
42286,42287,1129,2024-01-29,Laptop,Electronics,10,1320.35,Debit Card,Completed,Pune,13203.5,2024,1,29
42287,42288,4015,2023-04-08,Tablet,Electronics,5,874.57,UPI,Cancelled,Kolkata,4372.85,2023,4,8
42289,42290,6290,2023-06-16,TV,Electronics,3,1995.04,Credit Card,Completed,Hyderabad,5985.12,2023,6,16
42290,42291,1926,2024-08-11,Watch,Electronics,14,950.44,PayPal,Completed,Chennai,13306.16,2024,8,11
42293,42294,2819,2023-06-18,Headphones,Electronics,14,1414.95,Cash,Completed,Hyderabad,19809.3,2023,6,18
42325,42326,4356,2023-07-30,Tablet,Electronics,16,1221.95,Cash,Completed,Kolkata,19551.2,2023,7,30
42327,42328,6898,2024-01-17,Headphones,Electronics,11,1533.61,Credit Card,Completed,Delhi,16869.71,2024,1,17
42329,42330,5233,2023-10-14,Laptop,Electronics,9,2336.86,Debit Card,Cancelled,Pune,21031.74,2023,10,14
42335,42336,1879,2024-03-16,Laptop,Electronics,13,686.97,UPI,Cancelled,Chennai,8930.61,2024,3,16
42342,42343,1272,2023-03-14,Watch,Electronics,5,1140.58,PayPal,Completed,Pune,5702.9,2023,3,14
42346,42347,3447,2024-01-18,Watch,Electronics,9,1072.99,Cash,Completed,Mumbai,9656.91,2024,1,18
42347,42348,7496,2023-02-09,Shoes,Electronics,17,528.34,Debit Card,Completed,Delhi,8981.78,2023,2,9
42350,42351,8210,2024-09-29,Mobile,Electronics,18,559.85,UPI,Completed,Hyderabad,10077.3,2024,9,29
42358,42359,3894,2023-09-23,Camera,Electronics,11,1363.66,Credit Card,Completed,Kolkata,15000.26,2023,9,23
42363,42364,3675,2024-10-24,Headphones,Electronics,23,1189.51,PayPal,Completed,Bangalore,27358.73,2024,10,24
42382,42383,2882,2024-10-20,Tablet,Electronics,19,1650.26,Credit Card,Cancelled,Pune,31354.94,2024,10,20
42383,42384,1328,2024-03-09,Camera,Electronics,12,1866.14,UPI,Completed,Mumbai,22393.68,2024,3,9
42384,42385,5367,2024-02-11,Watch,Electronics,17,2210.91,UPI,Completed,Delhi,37585.47,2024,2,11
42402,42403,9162,2023-05-09,Headphones,Electronics,14,1224.26,Debit Card,Returned,Bangalore,17139.64,2023,5,9
42404,42405,3823,2024-06-04,Shoes,Electronics,20,457.6,Debit Card,Completed,Bangalore,9152.0,2024,6,4
42406,42407,4316,2023-06-05,Headphones,Electronics,14,361.54,UPI,Completed,Hyderabad,5061.56,2023,6,5
42409,42410,5937,2024-10-09,Camera,Electronics,11,549.28,Debit Card,Cancelled,Mumbai,6042.08,2024,10,9
42411,42412,5584,2024-12-22,Headphones,Electronics,24,1706.12,Credit Card,Completed,Kolkata,40946.88,2024,12,22
42412,42413,7394,2024-03-30,Watch,Electronics,5,977.36,Cash,Completed,Chennai,4886.8,2024,3,30
42414,42415,7457,2023-04-22,Watch,Electronics,19,1979.88,Cash,Completed,Hyderabad,37617.72,2023,4,22
42424,42425,2670,2024-12-26,Tablet,Electronics,14,2157.48,Debit Card,Cancelled,Hyderabad,30204.72,2024,12,26
42431,42432,3803,2024-08-09,Tablet,Electronics,4,1888.14,PayPal,Completed,Pune,7552.56,2024,8,9
42438,42439,8818,2024-11-29,Laptop,Electronics,23,1897.67,PayPal,Completed,Hyderabad,43646.41,2024,11,29
42448,42449,5176,2024-05-16,Headphones,Electronics,12,2161.07,PayPal,Completed,Mumbai,25932.84,2024,5,16
42457,42458,8548,2023-11-15,Camera,Electronics,19,217.9,UPI,Returned,Mumbai,4140.1,2023,11,15
42461,42462,3556,2023-03-19,Mobile,Electronics,16,1816.96,UPI,Returned,Delhi,29071.36,2023,3,19
42466,42467,5778,2024-01-06,Watch,Electronics,18,720.73,Credit Card,Returned,Bangalore,12973.14,2024,1,6
42468,42469,9157,2024-08-09,TV,Electronics,19,2293.06,UPI,Completed,Hyderabad,43568.14,2024,8,9
42476,42477,8623,2023-08-11,TV,Electronics,23,2381.88,Debit Card,Completed,Hyderabad,54783.24,2023,8,11
42482,42483,1432,2023-08-17,TV,Electronics,22,1621.46,Debit Card,Completed,Chennai,35672.12,2023,8,17
42484,42485,1236,2024-08-19,Shoes,Electronics,14,984.45,Credit Card,Completed,Hyderabad,13782.3,2024,8,19
42491,42492,1951,2023-12-21,Mobile,Electronics,19,1123.77,UPI,Completed,Chennai,21351.63,2023,12,21
42505,42506,9283,2023-08-02,Camera,Electronics,9,2253.12,UPI,Completed,Pune,20278.08,2023,8,2
42508,42509,3951,2024-01-17,Laptop,Electronics,15,2401.73,UPI,Completed,Hyderabad,36025.95,2024,1,17
42515,42516,8803,2024-12-08,TV,Electronics,18,2454.72,Cash,Completed,Chennai,44184.96,2024,12,8
42525,42526,3021,2023-06-04,TV,Electronics,12,847.41,Credit Card,Completed,Mumbai,10168.92,2023,6,4
42526,42527,6698,2024-02-20,Headphones,Electronics,12,719.46,Cash,Returned,Mumbai,8633.52,2024,2,20
42534,42535,4051,2023-05-23,Headphones,Electronics,22,2073.4,PayPal,Completed,Pune,45614.8,2023,5,23
42535,42536,5729,2024-01-03,Watch,Electronics,20,1981.56,Cash,Completed,Bangalore,39631.2,2024,1,3
42538,42539,4091,2023-10-22,Mobile,Electronics,14,1992.51,PayPal,Completed,Hyderabad,27895.14,2023,10,22
42542,42543,4251,2024-03-16,Camera,Electronics,8,1236.02,Credit Card,Cancelled,Kolkata,9888.16,2024,3,16
42548,42549,4644,2023-03-27,TV,Electronics,16,1245.92,Debit Card,Completed,Hyderabad,19934.72,2023,3,27
42554,42555,8043,2023-09-02,Laptop,Electronics,13,688.29,Credit Card,Completed,Chennai,8947.77,2023,9,2
42559,42560,5285,2024-05-27,Watch,Electronics,11,783.04,Debit Card,Completed,Kolkata,8613.44,2024,5,27
42574,42575,1721,2023-03-23,Camera,Electronics,16,669.06,PayPal,Completed,Delhi,10704.96,2023,3,23
42575,42576,2804,2023-11-09,Shoes,Electronics,17,277.21,UPI,Completed,Bangalore,4712.57,2023,11,9
42586,42587,8350,2023-08-13,Headphones,Electronics,13,1348.32,UPI,Completed,Delhi,17528.16,2023,8,13
42599,42600,7277,2024-07-31,Tablet,Electronics,8,1417.23,PayPal,Completed,Pune,11337.84,2024,7,31
42600,42601,2184,2023-07-07,TV,Electronics,15,1025.86,UPI,Cancelled,Bangalore,15387.9,2023,7,7
42603,42604,2851,2023-02-01,TV,Electronics,23,744.08,PayPal,Completed,Pune,17113.84,2023,2,1
42613,42614,6324,2024-06-26,TV,Electronics,11,965.96,PayPal,Cancelled,Chennai,10625.56,2024,6,26
42620,42621,7820,2024-12-10,Headphones,Electronics,15,2366.61,PayPal,Cancelled,Kolkata,35499.15,2024,12,10
42629,42630,6923,2023-01-30,Watch,Electronics,7,2027.88,UPI,Cancelled,Kolkata,14195.16,2023,1,30
42635,42636,8040,2023-08-23,TV,Electronics,23,2327.51,Debit Card,Completed,Bangalore,53532.73,2023,8,23
42649,42650,9826,2024-10-18,Mobile,Electronics,19,1419.6,Debit Card,Completed,Kolkata,26972.4,2024,10,18
42662,42663,7450,2024-09-10,TV,Electronics,11,1414.78,UPI,Completed,Hyderabad,15562.58,2024,9,10
42663,42664,1198,2024-10-05,Watch,Electronics,12,1659.5,Credit Card,Completed,Kolkata,19914.0,2024,10,5
42664,42665,4248,2024-05-06,Mobile,Electronics,10,2289.36,Credit Card,Completed,Delhi,22893.6,2024,5,6
42666,42667,6276,2024-09-13,Camera,Electronics,16,1252.76,Credit Card,Completed,Pune,20044.16,2024,9,13
42691,42692,5505,2024-11-10,Shoes,Electronics,20,2165.74,Debit Card,Completed,Bangalore,43314.8,2024,11,10
42695,42696,3393,2024-07-02,Headphones,Electronics,17,2343.9,PayPal,Completed,Pune,39846.3,2024,7,2
42697,42698,3684,2023-03-02,Headphones,Electronics,23,741.37,Credit Card,Completed,Delhi,17051.51,2023,3,2
42719,42720,8409,2023-03-21,Mobile,Electronics,20,1825.69,Debit Card,Completed,Mumbai,36513.8,2023,3,21
42720,42721,2567,2023-07-12,Mobile,Electronics,22,2461.68,PayPal,Completed,Kolkata,54156.96,2023,7,12
42726,42727,8280,2024-12-07,Camera,Electronics,13,822.78,Credit Card,Cancelled,Kolkata,10696.14,2024,12,7
42734,42735,1807,2023-10-02,Tablet,Electronics,7,2169.13,Cash,Completed,Delhi,15183.91,2023,10,2
42736,42737,4805,2024-06-18,Camera,Electronics,8,750.33,Cash,Cancelled,Hyderabad,6002.64,2024,6,18
42739,42740,3938,2024-04-21,Camera,Electronics,4,1354.84,Cash,Completed,Hyderabad,5419.36,2024,4,21
42740,42741,1085,2023-11-24,Tablet,Electronics,23,967.36,Debit Card,Completed,Chennai,22249.28,2023,11,24
42750,42751,5130,2024-02-27,Mobile,Electronics,23,545.81,Debit Card,Completed,Bangalore,12553.63,2024,2,27
42754,42755,4511,2024-03-15,TV,Electronics,21,1652.4,UPI,Completed,Pune,34700.4,2024,3,15
42757,42758,8872,2023-12-18,Watch,Electronics,22,1506.47,PayPal,Returned,Pune,33142.34,2023,12,18
42758,42759,4692,2024-01-24,Shoes,Electronics,19,590.31,Debit Card,Cancelled,Kolkata,11215.89,2024,1,24
42772,42773,4038,2024-08-30,Mobile,Electronics,14,749.84,Debit Card,Completed,Mumbai,10497.76,2024,8,30
42774,42775,7500,2023-02-15,Shoes,Electronics,7,2480.05,Credit Card,Cancelled,Delhi,17360.35,2023,2,15
42775,42776,2721,2024-10-19,Camera,Electronics,23,968.78,Cash,Cancelled,Chennai,22281.94,2024,10,19
42777,42778,3825,2024-08-05,Watch,Electronics,5,914.46,UPI,Completed,Pune,4572.3,2024,8,5
42780,42781,9713,2024-09-24,Tablet,Electronics,22,2087.19,Cash,Cancelled,Pune,45918.18,2024,9,24
42789,42790,4175,2024-11-12,Laptop,Electronics,11,2144.75,Cash,Completed,Hyderabad,23592.25,2024,11,12
42793,42794,1805,2023-02-28,Mobile,Electronics,3,1770.28,UPI,Completed,Chennai,5310.84,2023,2,28
42795,42796,8235,2024-06-07,Shoes,Electronics,8,2318.39,PayPal,Completed,Bangalore,18547.12,2024,6,7
42816,42817,6298,2024-11-19,Headphones,Electronics,4,2057.04,PayPal,Completed,Chennai,8228.16,2024,11,19
42818,42819,2948,2024-12-08,Tablet,Electronics,2,2123.69,PayPal,Completed,Kolkata,4247.38,2024,12,8
42821,42822,8271,2024-12-25,Shoes,Electronics,16,2018.2,Cash,Completed,Kolkata,32291.2,2024,12,25
42831,42832,3312,2023-12-06,Tablet,Electronics,9,1173.47,Credit Card,Completed,Chennai,10561.23,2023,12,6
42836,42837,8776,2024-03-29,Headphones,Electronics,11,1351.45,Cash,Completed,Bangalore,14865.95,2024,3,29
42838,42839,8628,2024-03-04,Camera,Electronics,6,1924.8,PayPal,Completed,Pune,11548.8,2024,3,4
42839,42840,8461,2023-09-14,Shoes,Electronics,13,949.67,Cash,Completed,Mumbai,12345.71,2023,9,14
42843,42844,7547,2024-02-26,Tablet,Electronics,4,1029.64,PayPal,Completed,Pune,4118.56,2024,2,26
42845,42846,3852,2024-08-17,Mobile,Electronics,6,1975.54,Credit Card,Completed,Chennai,11853.24,2024,8,17
42848,42849,2251,2024-04-05,Tablet,Electronics,3,2253.92,Cash,Cancelled,Kolkata,6761.76,2024,4,5
42866,42867,8920,2024-01-05,Watch,Electronics,11,1377.89,PayPal,Completed,Bangalore,15156.79,2024,1,5
42867,42868,8127,2024-04-13,Watch,Electronics,24,1900.56,Cash,Completed,Delhi,45613.44,2024,4,13
42868,42869,8189,2024-08-19,Headphones,Electronics,21,1613.22,Debit Card,Returned,Mumbai,33877.62,2024,8,19
42904,42905,1725,2023-06-27,TV,Electronics,5,2391.13,UPI,Completed,Chennai,11955.65,2023,6,27
42907,42908,1018,2023-09-28,TV,Electronics,19,1413.7,UPI,Cancelled,Delhi,26860.3,2023,9,28
42908,42909,2961,2023-06-30,Camera,Electronics,22,569.72,Credit Card,Completed,Delhi,12533.84,2023,6,30
42924,42925,8993,2024-05-24,Shoes,Electronics,4,1111.51,UPI,Completed,Chennai,4446.04,2024,5,24
42925,42926,7715,2024-09-14,Camera,Electronics,23,274.19,PayPal,Completed,Delhi,6306.37,2024,9,14
42927,42928,7605,2024-05-14,Tablet,Electronics,5,2384.73,Credit Card,Cancelled,Pune,11923.65,2024,5,14
42934,42935,1242,2024-05-02,Camera,Electronics,3,1884.81,UPI,Completed,Hyderabad,5654.43,2024,5,2
42940,42941,9904,2024-11-17,TV,Electronics,22,1253.05,PayPal,Completed,Chennai,27567.1,2024,11,17
42945,42946,9687,2024-06-24,Tablet,Electronics,17,2218.9,UPI,Completed,Pune,37721.3,2024,6,24
42956,42957,6090,2023-08-24,Mobile,Electronics,23,2133.08,Cash,Completed,Bangalore,49060.84,2023,8,24
42962,42963,4975,2024-12-31,Watch,Electronics,23,2406.28,Debit Card,Returned,Hyderabad,55344.44,2024,12,31
42965,42966,6400,2023-03-13,Headphones,Electronics,16,544.36,UPI,Cancelled,Delhi,8709.76,2023,3,13
42972,42973,5425,2023-10-07,Tablet,Electronics,3,2113.48,Debit Card,Completed,Hyderabad,6340.44,2023,10,7
42973,42974,4224,2023-08-22,Mobile,Electronics,17,1909.93,PayPal,Completed,Bangalore,32468.81,2023,8,22
42982,42983,3207,2024-12-18,Watch,Electronics,12,1750.88,Credit Card,Returned,Pune,21010.56,2024,12,18
42984,42985,1858,2024-10-11,Mobile,Electronics,11,1198.76,UPI,Returned,Hyderabad,13186.36,2024,10,11
42992,42993,6211,2024-11-21,Watch,Electronics,13,907.69,PayPal,Completed,Chennai,11799.97,2024,11,21
42993,42994,8772,2023-01-12,TV,Electronics,14,1776.18,PayPal,Cancelled,Bangalore,24866.52,2023,1,12
43002,43003,3453,2023-09-08,Headphones,Electronics,22,1501.38,UPI,Completed,Chennai,33030.36,2023,9,8
43011,43012,2834,2023-05-01,Tablet,Electronics,10,1212.73,PayPal,Returned,Kolkata,12127.3,2023,5,1
43015,43016,1422,2023-06-20,Mobile,Electronics,5,935.42,Cash,Cancelled,Mumbai,4677.1,2023,6,20
43020,43021,2765,2024-03-25,Camera,Electronics,6,964.88,Credit Card,Cancelled,Delhi,5789.28,2024,3,25
43031,43032,9524,2023-07-29,Mobile,Electronics,19,441.92,Cash,Completed,Chennai,8396.48,2023,7,29
43047,43048,1348,2024-08-04,Headphones,Electronics,13,1498.51,Credit Card,Completed,Hyderabad,19480.63,2024,8,4
43050,43051,1211,2024-10-18,Mobile,Electronics,7,943.35,Cash,Completed,Chennai,6603.45,2024,10,18
43051,43052,4529,2024-11-02,Headphones,Electronics,24,1556.85,PayPal,Completed,Mumbai,37364.4,2024,11,2
43052,43053,8737,2023-01-14,Laptop,Electronics,18,1461.61,Credit Card,Completed,Chennai,26308.98,2023,1,14
43053,43054,7349,2024-02-14,Watch,Electronics,12,2296.63,PayPal,Completed,Kolkata,27559.56,2024,2,14
43059,43060,8854,2024-10-17,Mobile,Electronics,13,1425.61,Cash,Completed,Kolkata,18532.93,2024,10,17
43070,43071,2088,2024-06-04,Mobile,Electronics,19,1174.1,PayPal,Completed,Mumbai,22307.9,2024,6,4
43073,43074,8484,2024-06-03,Camera,Electronics,16,1649.9,UPI,Completed,Chennai,26398.4,2024,6,3
43077,43078,7216,2024-04-19,Laptop,Electronics,6,1781.11,UPI,Returned,Chennai,10686.66,2024,4,19
43080,43081,1744,2023-01-22,Tablet,Electronics,6,2066.48,Credit Card,Cancelled,Bangalore,12398.88,2023,1,22
43092,43093,3774,2023-12-07,Tablet,Electronics,8,629.26,Debit Card,Completed,Chennai,5034.08,2023,12,7
43097,43098,5285,2024-10-11,Mobile,Electronics,22,2031.51,PayPal,Completed,Pune,44693.22,2024,10,11
43098,43099,5357,2024-02-21,Watch,Electronics,11,1491.02,UPI,Completed,Hyderabad,16401.22,2024,2,21
43102,43103,4988,2024-08-11,Laptop,Electronics,19,1472.17,Cash,Completed,Hyderabad,27971.23,2024,8,11
43105,43106,3394,2024-06-30,Camera,Electronics,10,1891.68,UPI,Completed,Hyderabad,18916.8,2024,6,30
43110,43111,5191,2023-06-26,TV,Electronics,11,1736.05,UPI,Completed,Bangalore,19096.55,2023,6,26
43111,43112,8430,2023-07-27,Tablet,Electronics,5,1202.59,Credit Card,Completed,Delhi,6012.95,2023,7,27
43112,43113,3866,2024-08-03,Headphones,Electronics,10,2414.37,Cash,Completed,Hyderabad,24143.7,2024,8,3
43117,43118,8079,2024-06-19,Headphones,Electronics,5,2494.53,Debit Card,Completed,Hyderabad,12472.65,2024,6,19
43120,43121,9075,2024-05-24,Laptop,Electronics,12,1887.83,UPI,Completed,Chennai,22653.96,2024,5,24
43126,43127,1511,2023-06-28,TV,Electronics,7,962.05,Credit Card,Completed,Bangalore,6734.35,2023,6,28
43128,43129,4078,2023-01-31,Camera,Electronics,12,655.86,Debit Card,Completed,Kolkata,7870.32,2023,1,31
43130,43131,9406,2023-07-20,Mobile,Electronics,10,1432.78,UPI,Returned,Kolkata,14327.8,2023,7,20
43137,43138,6736,2023-01-25,Mobile,Electronics,8,856.5,Credit Card,Completed,Pune,6852.0,2023,1,25
43148,43149,1376,2023-07-21,Tablet,Electronics,22,1323.86,Credit Card,Completed,Mumbai,29124.92,2023,7,21
43151,43152,7746,2023-01-31,Watch,Electronics,10,1793.31,Credit Card,Completed,Kolkata,17933.1,2023,1,31
43154,43155,3847,2024-04-09,Watch,Electronics,24,1872.1,Debit Card,Completed,Mumbai,44930.4,2024,4,9
43161,43162,7434,2023-05-21,TV,Electronics,8,1413.8,UPI,Completed,Kolkata,11310.4,2023,5,21
43169,43170,4244,2024-04-17,Headphones,Electronics,6,1372.58,PayPal,Cancelled,Chennai,8235.48,2024,4,17
43176,43177,8828,2024-04-16,Watch,Electronics,21,520.52,Debit Card,Cancelled,Bangalore,10930.92,2024,4,16
43187,43188,5244,2023-03-08,Headphones,Electronics,10,623.36,Credit Card,Completed,Delhi,6233.6,2023,3,8
43188,43189,5653,2023-04-15,Shoes,Electronics,22,620.06,Credit Card,Completed,Hyderabad,13641.32,2023,4,15
43200,43201,3603,2024-11-17,Headphones,Electronics,17,2302.7,Cash,Completed,Chennai,39145.9,2024,11,17
43202,43203,4533,2024-04-14,Shoes,Electronics,6,1540.92,Credit Card,Completed,Pune,9245.52,2024,4,14
43205,43206,2251,2023-11-07,Shoes,Electronics,19,658.37,Debit Card,Completed,Bangalore,12509.03,2023,11,7
43208,43209,4007,2023-06-10,Shoes,Electronics,21,1389.69,Cash,Completed,Chennai,29183.49,2023,6,10
43211,43212,9384,2023-05-18,TV,Electronics,7,1451.67,PayPal,Completed,Delhi,10161.69,2023,5,18
43216,43217,5837,2023-02-20,Mobile,Electronics,18,2193.15,Debit Card,Completed,Mumbai,39476.7,2023,2,20
43224,43225,2032,2023-01-28,Camera,Electronics,15,1335.71,UPI,Cancelled,Delhi,20035.65,2023,1,28
43225,43226,2471,2024-01-11,Mobile,Electronics,10,2059.93,Debit Card,Completed,Kolkata,20599.3,2024,1,11
43230,43231,8739,2023-11-17,Watch,Electronics,11,2036.02,UPI,Completed,Delhi,22396.22,2023,11,17
43239,43240,4447,2024-02-28,Laptop,Electronics,19,2341.12,Credit Card,Completed,Hyderabad,44481.28,2024,2,28
43241,43242,8832,2024-02-25,Shoes,Electronics,6,1347.4,PayPal,Completed,Delhi,8084.4,2024,2,25
43246,43247,1930,2024-09-13,Tablet,Electronics,15,1313.3,PayPal,Cancelled,Chennai,19699.5,2024,9,13
43247,43248,2821,2023-04-27,Mobile,Electronics,10,444.04,PayPal,Completed,Kolkata,4440.4,2023,4,27
43250,43251,4809,2023-09-07,Shoes,Electronics,17,1754.6,UPI,Completed,Chennai,29828.2,2023,9,7
43258,43259,9253,2023-07-12,TV,Electronics,6,1330.65,UPI,Completed,Hyderabad,7983.9,2023,7,12
43261,43262,8402,2023-02-09,Tablet,Electronics,9,670.52,Debit Card,Completed,Chennai,6034.68,2023,2,9
43265,43266,9720,2023-07-21,Headphones,Electronics,14,859.86,Cash,Completed,Hyderabad,12038.04,2023,7,21
43267,43268,8260,2024-04-12,TV,Electronics,4,1316.15,Cash,Completed,Kolkata,5264.6,2024,4,12
43278,43279,5321,2024-10-12,Mobile,Electronics,18,1594.05,Debit Card,Completed,Kolkata,28692.9,2024,10,12
43284,43285,2846,2024-06-07,Camera,Electronics,15,509.51,Credit Card,Completed,Delhi,7642.65,2024,6,7
43287,43288,4719,2023-09-04,Laptop,Electronics,5,1103.67,Debit Card,Completed,Pune,5518.35,2023,9,4
43291,43292,5745,2024-03-06,Camera,Electronics,15,470.97,Debit Card,Completed,Bangalore,7064.55,2024,3,6
43292,43293,9185,2023-06-01,Camera,Electronics,18,542.3,UPI,Cancelled,Pune,9761.4,2023,6,1
43300,43301,1178,2023-05-22,Shoes,Electronics,13,734.48,Credit Card,Completed,Pune,9548.24,2023,5,22
43302,43303,8939,2024-12-02,Mobile,Electronics,13,367.8,UPI,Completed,Delhi,4781.4,2024,12,2
43303,43304,6522,2024-12-30,Shoes,Electronics,17,616.99,Credit Card,Cancelled,Hyderabad,10488.83,2024,12,30
43307,43308,1027,2024-05-12,Shoes,Electronics,19,1949.4,Credit Card,Completed,Pune,37038.6,2024,5,12
43313,43314,6921,2024-05-08,Laptop,Electronics,14,1876.81,PayPal,Completed,Delhi,26275.34,2024,5,8
43314,43315,1331,2023-11-01,Shoes,Electronics,7,828.17,Cash,Completed,Kolkata,5797.19,2023,11,1
43317,43318,7244,2024-06-25,Camera,Electronics,21,1240.39,Cash,Returned,Chennai,26048.19,2024,6,25
43321,43322,8792,2024-11-10,Headphones,Electronics,11,1134.53,Debit Card,Completed,Kolkata,12479.83,2024,11,10
43326,43327,5573,2024-12-28,Headphones,Electronics,22,515.19,PayPal,Completed,Hyderabad,11334.18,2024,12,28
43327,43328,9048,2024-06-27,Tablet,Electronics,15,2001.24,Cash,Completed,Chennai,30018.6,2024,6,27
43333,43334,5052,2023-07-16,Watch,Electronics,13,791.68,UPI,Completed,Bangalore,10291.84,2023,7,16
43335,43336,4248,2023-06-27,Mobile,Electronics,7,1095.91,Debit Card,Completed,Kolkata,7671.37,2023,6,27
43338,43339,4552,2023-07-05,Headphones,Electronics,23,2196.57,UPI,Completed,Hyderabad,50521.11,2023,7,5
43340,43341,3706,2023-11-29,Camera,Electronics,3,1401.15,Credit Card,Completed,Mumbai,4203.45,2023,11,29
43344,43345,1194,2023-07-27,Camera,Electronics,22,1770.68,UPI,Cancelled,Bangalore,38954.96,2023,7,27
43348,43349,3537,2023-05-21,Headphones,Electronics,24,438.85,UPI,Completed,Kolkata,10532.4,2023,5,21
43355,43356,2902,2024-01-10,Shoes,Electronics,20,799.32,PayPal,Completed,Pune,15986.4,2024,1,10
